,category,ttc
404,影劇、展覽,  新北立 市圖書館 瑞芳 分館   柏林 導演 紀念 電影   看見 台灣     NUM       NUM     NUM       NUM   下午   NUM   點起 內容   新北立 市圖書館 瑞芳 分館   柏林 導演 紀念 電影   看見 台灣     NUM       NUM     下午   NUM   點起   放映 地點   新北 市立 圖書館 瑞芳 分館     NUM   樓 視聽室   新北市 瑞芳 區 中正路   NUM   號   放映 時間     NUM       NUM       NUM         NUM       NUM       NUM         NUM       NUM     報名 方式   免費 自由 入座   無需 報名   洽詢 電話     NUM       NUM       NUM     播放 場次   日期   片名   級別   片長   類型   國籍     NUM       NUM       看見 台灣   普     NUM   分     NUM       NUM       看見 台灣   普     NUM   分   影片簡介   高山   海洋   湖泊   河流   森林   稻田   魚 塭   城市   景觀   看見 台灣 美麗   看到 環境 面對 人們 開發 造成 改變   破壞 傷害   土地 累積 一道道 疤痕   海洋 沉澱 一層層 汙染   透過 主題 章節 串連   化作 飛鳥   一起 看見 台灣   一起 島嶼 美麗 哀愁   註   活動 若有 變動   現場 公告 為準   謝謝   
405,休閒,  新北 市立 圖書館 新莊 中港 分館     NUM   年   NUM   月 英文 故事 列車 內容   新北 市立 圖書館 新莊 中港 分館     NUM   年   NUM   月 英文 故事 列車   主題     NUM   月 英文 故事 列車   內容     NUM       NUM         NUM       NUM       NUM       NUM       ENG       ENG       ENG       ENG       ENG       NUM       NUM         NUM       NUM       NUM       NUM       ENG       ENG       ENG       ENG       ENG       ENG       ENG       ENG       ENG       ENG     地點   新北 市立 圖書館 新莊 中港 分館     NUM   樓 兒童 區   新北市 新莊 區 中港 路   NUM   號   NUM       NUM   樓   電話     NUM       NUM     報名   無須 報名   自由 入場   
406,休閒,  新北 市立 圖書館 新莊 聯合 分館     NUM   年   NUM   月 彩虹 故事 屋 內容   新北 市立 圖書館 新莊 聯合 分館     NUM   年   NUM   月 彩虹 故事 屋   主題     NUM   月 彩虹 故事 屋   內容     NUM       NUM         NUM       NUM       NUM       NUM     小 杜鵑 找 媽媽   張小霞     NUM       NUM         NUM       NUM       NUM       NUM     貪吃 斑馬   尤曉梅   地點   新北 市立 圖書館 新莊 聯合 分館     NUM   樓 兒童 區   新北市 新莊 區 自由 街   NUM   號   NUM       NUM   樓   電話     NUM       NUM     報名   無須 報名   自由 入場   
407,文藝,舞育 幼苗   舞動 生命 內容   邀請   育化 舞蹈團   演出 結合 傳統 具 地方 特色 民俗 舞蹈   國內外 旅客 礦山 文化 深刻 印象   
408,影劇、展覽,  新北 市立 圖書館 淡水 分館   圖 書 窺見 武林 展 內容   圖 書 窺見 武林 展   時間     NUM       NUM       NUM       NUM     地點   淡水 分館   ENG     NUM   藝文 中心   淡水區 文化路   NUM   號   電話     NUM       NUM       NUM   分機   NUM     簡介   透過 展示 珍貴 手抄本   善本   繪本   孤本   彷彿 千百年來 武術 長軸   於此 展開   躍然紙上   上演 一幕幕 波瀾壯闊 史詩   深深 挑動 起習 武之士 蟄伏 靈魂   歡迎 一窺 刀光劍影   驚心動魄 武林 天地   
409,休閒,新北 賞花 農遊趣   艷紅鹿子 百合 內容   精選 平溪 區嶺 腳步 道 辦理 賞艷紅 鹿子 百合 生態 農遊趣 活動   活動 核心 價值   寂靜 山徑   傾聽 大自然 聲音   鼓勵 民眾 走向 戶外   親近 大自然   伴隨 周圍 生態 地景 特色 鄰近 農村 農園   生態 藍帶   讓民眾 可依 需求 選擇 喜愛 生態 農村 之旅   
410,影劇、展覽,  新北 市立 圖書館 板橋 四維 分館     NUM   年   ENG     NUM   動力 機器人 展演 活動 內容   館名   新北 市立 圖書館 板橋 四維 分館   地址   新北市 板橋 區 陽明 街   NUM   號   電話     NUM       NUM       NUM     時間     NUM       NUM     日     NUM       NUM     日     NUM       NUM       NUM       NUM     活動 對象   國 小學 童   創客 中心 提供   NUM   組 機器人   講師 示範 操控 比鬥 方法   並讓 現場 學童 體驗   
411,休閒,  汐止 大同 分館     NUM   月 彩虹 故事 屋 內容   說 故事 時間 囉   歡迎 家長 小朋友 分享 繪本 故事 快樂     NUM       NUM     日     NUM       NUM       NUM       NUM     英文     ENG     中文   最 可怕 一天     NUM       NUM     日     NUM       NUM       NUM       NUM     英文     ENG       ENG     中文   少   免費   自由 入場   櫃檯 領取   故事集 點卡   蓋 集點章   集滿   NUM   點 可兌換 精美 小 禮物   故事 繪本 時間 若有 更動   活動 現場 公告 為主   
412,影劇、展覽,  新北 市立 圖書館 板橋 四維 分館     NUM   月 電影 爆米花 內容   館名   新北 市立 圖書館 板橋 四維 分館   地址   板橋 區 陽明 街   NUM   號   電話     NUM       NUM     時間     NUM       NUM       NUM       NUM     日   善熙   普     NUM   分   劇情片   韓國     NUM       NUM     日   蝙蝠俠 超人   正義 曙光   護     NUM   分   劇情片   美國     NUM       NUM     日   音為 愛   普     NUM   分   劇情片   泰國   動畫 卡通片   依各館 現場 公告 為準   本館 保有 修改 權利 
413,休閒,    NUM   考古 日     NUM       NUM   月 全新 主題 活動 內容     NUM   考古 日   考古     ENG     文化層     ENG     手工 皂   考古 考   文化層     考古學家 挖 東西   快來 參加     NUM       NUM   月份     NUM   考古 日   考古     ENG     文化層     ENG     手工 皂   一起 了解 人   考 古   活動 製作 可愛 實用 文物 手工 皂   活動 限定版   十三行   NUM     ENG   列印 文物 小 吊飾   帶回家   活動 日期     NUM   年   NUM       NUM         NUM       NUM     日     NUM       NUM       活動 地點   新北 市立 十三行 博物館   活動 場次     NUM       NUM   月     NUM       NUM       NUM       NUM       NUM       NUM       NUM   場     NUM   月     NUM       NUM       NUM       NUM       NUM   場   活動 時間   每場 活動 時間 約   NUM   分鐘   體驗 名額     NUM   人次   場   參加 年齡   全齡 皆   小四 以下 孩童 需由 家長 陪同 參與   材料費   每份 新臺幣   NUM   元整   報名 方式   活動 前 一週 開放 電話 預約   場次 開放   NUM   名額   保留   NUM   名額 僅限 活動 當日 現場 報名 
414,教育,  新北 市立 圖書館 雙溪 分館   兒童   ENG   暑假   快樂   ENG   內容   快樂   ENG     兒童 暑期 研習營 陪讀   想 學好 英語 學童 一個 穩定 學習 環境 資源   配合 館內 電子 資源   電子書 設計 教學材料   利用 館內 英語 原文書 教材   孩子 快樂 中 學習   講師   江佩珍 老師   活動 日期     NUM   年   NUM   月   NUM   日     NUM   月   NUM   日   星期一   星期二     NUM       NUM       NUM       NUM     報名 方式   借閱 證臨櫃 報名 電話 報名   免費   限國小升   升 五年級 學童     NUM   名額   活動 地點   雙溪 分館   多功能 教室   太平路   NUM   號   NUM   樓   洽詢 電話     NUM       NUM   
415,影劇、展覽,  新北 市立 圖書館 板橋 忠孝 分館     NUM       NUM   月   數位 書展   館員 私房 好書 推薦   你還 記得   內容   推薦 書籍   你還 記得   新北市 圖典 藏 冊數     NUM   冊   紙本   NUM   冊   電子   NUM   冊   新北市 圖 索書號     NUM       NUM       NUM     條碼 號   鄰近 館藏     ENG     NUM     新莊 分館     ENG     NUM     總館   NUM   樓     ENG     NUM     三重 南 區分 館     ENG     NUM     蘆洲 長安 分館     ENG     NUM     蘆洲 長安 分館     ENG     NUM     蘆洲 永平 分館     ENG     NUM     蘆洲 永平 分館     ENG     NUM     蘆洲 永平 分館     ENG     NUM     蘆洲 集賢 分館     ENG     NUM     蘆洲 集賢 分館   你還 記得   陪 從容 走 名為   忘記   路   你還 記得   陪 勇敢 面對 叫做   失智   魔   你還 記得   我會 緊握 手   給你 溫暖 陪伴   直到 離開 那天   華人 世界 第一本 十二年 親身經驗 寫成 失智症 居家 照護 手冊   失智症 照護 達人 伊佳奇   照顧 父親 十二年 經驗   慷慨 分享 醫生   護理人員   日照 中心   相關 機構 無法 告訴 事   本書 教   仰賴 醫生 開藥   實用   可上 手 居家 護法   給失 智症 家庭   支持 走過 無助 照護 路   幫助 照護 隨時 翻閱 書   啟發 照護 新 方法 新 點子   提前 思考 規劃 漫長 照護 路   有效 整合 運用 家庭 社會 資源   給中 壯年 子女   幫助 父母 規劃 退休 後 生活 遠離 失智   協助 思考 父母 心理 變化 遠離 空虛 憂鬱   體會 珍惜   父母 健康   子女 重要 資產   未來 提前 規劃 遠離 失智 生活   醫護 專業 人員   協助 瞭解 失智症 家庭 照護 看不見 辛苦 無奈   協助 體會 失智症 家屬 照護 需求   落實 醫療 服務   同理 心   體認 失智症 照護   本土化     個別 化   重要性   重新 思考 醫療 失智症 患者   以人   價值   給長 機構 人員   提升 失智症 患者 照護 品質 教材   協助 照護 失智症 非 藥物 療法 運用   照護 重新 思考 失智症 精神 行為 症狀 照護 方式   十二年 漫長 路   四千 三百 八十天 血淚交織 照護 過程   所有 父親 遺忘   咬牙 扛下   一起 重新學習 生活   父親   失智症   只能 吃藥 死   療程 花大錢 有效   直到 父母 需要 子女 照顧 那一刻   做 子女 人生 課題   真正 來臨   所有 失智症 內容 寫 學理   伊佳奇 分享 血淚 換來   失智症 父親   伊佳奇 人生 事業 高峰 點 毅然 放下   只求 專心一意 照護 逐漸 失智 父親   取得 更好 照護   深入 了解 病情 療法   不畏艱難 投入 醫學 照護 深層 領域   一路 跌跌撞撞 嘗試 非 藥物 療法   進修 醫學 相關 知識   取得 專業 證照   了解 相關 知識 資源   失智症 門外漢   一躍成 台灣 失智症 照護 專家     伊佳 奇將 全程 經驗 整合 成書   一步 一步 教   準備 會診 資訊   爭取 應得 權利   資源 有效 免費   居家 照顧 日照 中心 運用   病程 常見問題 照護 處理 方法   幫助 大眾 免去 不必要 冤枉路   小時候   父親 巨人   照顧 無微不至   現在   父親 變成 小孩   換我來 照護   不重   父親   忘 東忘西   混淆 記憶   失去 常理   失智症 家人 照護 一條 艱辛 漫長 路   卻 一條 陪伴 路   是不是 陪 家人 走上 一遭   所有 照護 事宜 應該 提前 了解   那一刻   後悔莫及   獨家 收錄   失智症 照護 體系 建立 表   吃   患者 一週 菜單   短   中   長期   階段 照護 筆記 提點   非 藥物 療法 使用 心得 建議 
416,影劇、展覽,  新北 市立 圖書館 板橋 浮洲 圖書 閱覽室     NUM       NUM   月   數位 書展   館員 私房 好書 推薦   你還 記得   內容   推薦 書籍   你還 記得   新北市 圖典 藏 冊數     NUM   冊   紙本   NUM   冊   電子   NUM   冊   新北市 圖 索書號     NUM       NUM       NUM     條碼 號   鄰近 館藏     ENG     NUM     新莊 分館     ENG     NUM     總館   NUM   樓     ENG     NUM     三重 南 區分 館     ENG     NUM     蘆洲 長安 分館     ENG     NUM     蘆洲 長安 分館     ENG     NUM     蘆洲 永平 分館     ENG     NUM     蘆洲 永平 分館     ENG     NUM     蘆洲 永平 分館     ENG     NUM     蘆洲 集賢 分館     ENG     NUM     蘆洲 集賢 分館   你還 記得   陪 從容 走 名為   忘記   路   你還 記得   陪 勇敢 面對 叫做   失智   魔   你還 記得   我會 緊握 手   給你 溫暖 陪伴   直到 離開 那天   華人 世界 第一本 十二年 親身經驗 寫成 失智症 居家 照護 手冊   失智症 照護 達人 伊佳奇   照顧 父親 十二年 經驗   慷慨 分享 醫生   護理人員   日照 中心   相關 機構 無法 告訴 事   本書 教   仰賴 醫生 開藥   實用   可上 手 居家 護法   給失 智症 家庭   支持 走過 無助 照護 路   幫助 照護 隨時 翻閱 書   啟發 照護 新 方法 新 點子   提前 思考 規劃 漫長 照護 路   有效 整合 運用 家庭 社會 資源   給中 壯年 子女   幫助 父母 規劃 退休 後 生活 遠離 失智   協助 思考 父母 心理 變化 遠離 空虛 憂鬱   體會 珍惜   父母 健康   子女 重要 資產   未來 提前 規劃 遠離 失智 生活   醫護 專業 人員   協助 瞭解 失智症 家庭 照護 看不見 辛苦 無奈   協助 體會 失智症 家屬 照護 需求   落實 醫療 服務   同理 心   體認 失智症 照護   本土化     個別 化   重要性   重新 思考 醫療 失智症 患者   以人   價值   給長 機構 人員   提升 失智症 患者 照護 品質 教材   協助 照護 失智症 非 藥物 療法 運用   照護 重新 思考 失智症 精神 行為 症狀 照護 方式   十二年 漫長 路   四千 三百 八十天 血淚交織 照護 過程   所有 父親 遺忘   咬牙 扛下   一起 重新學習 生活   父親   失智症   只能 吃藥 死   療程 花大錢 有效   直到 父母 需要 子女 照顧 那一刻   做 子女 人生 課題   真正 來臨   所有 失智症 內容 寫 學理   伊佳奇 分享 血淚 換來   失智症 父親   伊佳奇 人生 事業 高峰 點 毅然 放下   只求 專心一意 照護 逐漸 失智 父親   取得 更好 照護   深入 了解 病情 療法   不畏艱難 投入 醫學 照護 深層 領域   一路 跌跌撞撞 嘗試 非 藥物 療法   進修 醫學 相關 知識   取得 專業 證照   了解 相關 知識 資源   失智症 門外漢   一躍成 台灣 失智症 照護 專家     伊佳 奇將 全程 經驗 整合 成書   一步 一步 教   準備 會診 資訊   爭取 應得 權利   資源 有效 免費   居家 照顧 日照 中心 運用   病程 常見問題 照護 處理 方法   幫助 大眾 免去 不必要 冤枉路   小時候   父親 巨人   照顧 無微不至   現在   父親 變成 小孩   換我來 照護   不重   父親   忘 東忘西   混淆 記憶   失去 常理   失智症 家人 照護 一條 艱辛 漫長 路   卻 一條 陪伴 路   是不是 陪 家人 走上 一遭   所有 照護 事宜 應該 提前 了解   那一刻   後悔莫及   獨家 收錄   失智症 照護 體系 建立 表   吃   患者 一週 菜單   短   中   長期   階段 照護 筆記 提點   非 藥物 療法 使用 心得 建議 
417,影劇、展覽,  新北 市立 圖書館 土城 清水 圖書 閱覽室     NUM       NUM   月   數位 書展   館員 私房 好書 推薦   你還 記得   內容   推薦 書籍   你還 記得   新北市 圖典 藏 冊數     NUM   冊   紙本   NUM   冊   電子   NUM   冊   新北市 圖 索書號     NUM       NUM       NUM     條碼 號   鄰近 館藏     ENG     NUM     新莊 分館     ENG     NUM     總館   NUM   樓     ENG     NUM     三重 南 區分 館     ENG     NUM     蘆洲 長安 分館     ENG     NUM     蘆洲 長安 分館     ENG     NUM     蘆洲 永平 分館     ENG     NUM     蘆洲 永平 分館     ENG     NUM     蘆洲 永平 分館     ENG     NUM     蘆洲 集賢 分館     ENG     NUM     蘆洲 集賢 分館   你還 記得   陪 從容 走 名為   忘記   路   你還 記得   陪 勇敢 面對 叫做   失智   魔   你還 記得   我會 緊握 手   給你 溫暖 陪伴   直到 離開 那天   華人 世界 第一本 十二年 親身經驗 寫成 失智症 居家 照護 手冊   失智症 照護 達人 伊佳奇   照顧 父親 十二年 經驗   慷慨 分享 醫生   護理人員   日照 中心   相關 機構 無法 告訴 事   本書 教   仰賴 醫生 開藥   實用   可上 手 居家 護法   給失 智症 家庭   支持 走過 無助 照護 路   幫助 照護 隨時 翻閱 書   啟發 照護 新 方法 新 點子   提前 思考 規劃 漫長 照護 路   有效 整合 運用 家庭 社會 資源   給中 壯年 子女   幫助 父母 規劃 退休 後 生活 遠離 失智   協助 思考 父母 心理 變化 遠離 空虛 憂鬱   體會 珍惜   父母 健康   子女 重要 資產   未來 提前 規劃 遠離 失智 生活   醫護 專業 人員   協助 瞭解 失智症 家庭 照護 看不見 辛苦 無奈   協助 體會 失智症 家屬 照護 需求   落實 醫療 服務   同理 心   體認 失智症 照護   本土化     個別 化   重要性   重新 思考 醫療 失智症 患者   以人   價值   給長 機構 人員   提升 失智症 患者 照護 品質 教材   協助 照護 失智症 非 藥物 療法 運用   照護 重新 思考 失智症 精神 行為 症狀 照護 方式   十二年 漫長 路   四千 三百 八十天 血淚交織 照護 過程   所有 父親 遺忘   咬牙 扛下   一起 重新學習 生活   父親   失智症   只能 吃藥 死   療程 花大錢 有效   直到 父母 需要 子女 照顧 那一刻   做 子女 人生 課題   真正 來臨   所有 失智症 內容 寫 學理   伊佳奇 分享 血淚 換來   失智症 父親   伊佳奇 人生 事業 高峰 點 毅然 放下   只求 專心一意 照護 逐漸 失智 父親   取得 更好 照護   深入 了解 病情 療法   不畏艱難 投入 醫學 照護 深層 領域   一路 跌跌撞撞 嘗試 非 藥物 療法   進修 醫學 相關 知識   取得 專業 證照   了解 相關 知識 資源   失智症 門外漢   一躍成 台灣 失智症 照護 專家     伊佳 奇將 全程 經驗 整合 成書   一步 一步 教   準備 會診 資訊   爭取 應得 權利   資源 有效 免費   居家 照顧 日照 中心 運用   病程 常見問題 照護 處理 方法   幫助 大眾 免去 不必要 冤枉路   小時候   父親 巨人   照顧 無微不至   現在   父親 變成 小孩   換我來 照護   不重   父親   忘 東忘西   混淆 記憶   失去 常理   失智症 家人 照護 一條 艱辛 漫長 路   卻 一條 陪伴 路   是不是 陪 家人 走上 一遭   所有 照護 事宜 應該 提前 了解   那一刻   後悔莫及   獨家 收錄   失智症 照護 體系 建立 表   吃   患者 一週 菜單   短   中   長期   階段 照護 筆記 提點   非 藥物 療法 使用 心得 建議 
418,休閒,  新北 市立 圖書館 土城 柑林 埤 圖書 閱覽室     NUM       NUM   月   數位 書展   館員 私房 好書 推薦   你還 記得   內容   推薦 書籍   你還 記得   新北市 圖典 藏 冊數     NUM   冊   紙本   NUM   冊   電子   NUM   冊   新北市 圖 索書號     NUM       NUM       NUM     條碼 號   鄰近 館藏     ENG     NUM     新莊 分館     ENG     NUM     總館   NUM   樓     ENG     NUM     三重 南 區分 館     ENG     NUM     蘆洲 長安 分館     ENG     NUM     蘆洲 長安 分館     ENG     NUM     蘆洲 永平 分館     ENG     NUM     蘆洲 永平 分館     ENG     NUM     蘆洲 永平 分館     ENG     NUM     蘆洲 集賢 分館     ENG     NUM     蘆洲 集賢 分館   你還 記得   陪 從容 走 名為   忘記   路   你還 記得   陪 勇敢 面對 叫做   失智   魔   你還 記得   我會 緊握 手   給你 溫暖 陪伴   直到 離開 那天   華人 世界 第一本 十二年 親身經驗 寫成 失智症 居家 照護 手冊   失智症 照護 達人 伊佳奇   照顧 父親 十二年 經驗   慷慨 分享 醫生   護理人員   日照 中心   相關 機構 無法 告訴 事   本書 教   仰賴 醫生 開藥   實用   可上 手 居家 護法   給失 智症 家庭   支持 走過 無助 照護 路   幫助 照護 隨時 翻閱 書   啟發 照護 新 方法 新 點子   提前 思考 規劃 漫長 照護 路   有效 整合 運用 家庭 社會 資源   給中 壯年 子女   幫助 父母 規劃 退休 後 生活 遠離 失智   協助 思考 父母 心理 變化 遠離 空虛 憂鬱   體會 珍惜   父母 健康   子女 重要 資產   未來 提前 規劃 遠離 失智 生活   醫護 專業 人員   協助 瞭解 失智症 家庭 照護 看不見 辛苦 無奈   協助 體會 失智症 家屬 照護 需求   落實 醫療 服務   同理 心   體認 失智症 照護   本土化     個別 化   重要性   重新 思考 醫療 失智症 患者   以人   價值   給長 機構 人員   提升 失智症 患者 照護 品質 教材   協助 照護 失智症 非 藥物 療法 運用   照護 重新 思考 失智症 精神 行為 症狀 照護 方式   十二年 漫長 路   四千 三百 八十天 血淚交織 照護 過程   所有 父親 遺忘   咬牙 扛下   一起 重新學習 生活   父親   失智症   只能 吃藥 死   療程 花大錢 有效   直到 父母 需要 子女 照顧 那一刻   做 子女 人生 課題   真正 來臨   所有 失智症 內容 寫 學理   伊佳奇 分享 血淚 換來   失智症 父親   伊佳奇 人生 事業 高峰 點 毅然 放下   只求 專心一意 照護 逐漸 失智 父親   取得 更好 照護   深入 了解 病情 療法   不畏艱難 投入 醫學 照護 深層 領域   一路 跌跌撞撞 嘗試 非 藥物 療法   進修 醫學 相關 知識   取得 專業 證照   了解 相關 知識 資源   失智症 門外漢   一躍成 台灣 失智症 照護 專家     伊佳 奇將 全程 經驗 整合 成書   一步 一步 教   準備 會診 資訊   爭取 應得 權利   資源 有效 免費   居家 照顧 日照 中心 運用   病程 常見問題 照護 處理 方法   幫助 大眾 免去 不必要 冤枉路   小時候   父親 巨人   照顧 無微不至   現在   父親 變成 小孩   換我來 照護   不重   父親   忘 東忘西   混淆 記憶   失去 常理   失智症 家人 照護 一條 艱辛 漫長 路   卻 一條 陪伴 路   是不是 陪 家人 走上 一遭   所有 照護 事宜 應該 提前 了解   那一刻   後悔莫及   獨家 收錄   失智症 照護 體系 建立 表   吃   患者 一週 菜單   短   中   長期   階段 照護 筆記 提點   非 藥物 療法 使用 心得 建議 
419,影劇、展覽,  新北 市立 圖書館 土城 分館     NUM       NUM   月   數位 書展   館員 私房 好書 推薦   你還 記得   內容   推薦 書籍   你還 記得   新北市 圖典 藏 冊數     NUM   冊   紙本   NUM   冊   電子   NUM   冊   新北市 圖 索書號     NUM       NUM       NUM     條碼 號   鄰近 館藏     ENG     NUM     新莊 分館     ENG     NUM     總館   NUM   樓     ENG     NUM     三重 南 區分 館     ENG     NUM     蘆洲 長安 分館     ENG     NUM     蘆洲 長安 分館     ENG     NUM     蘆洲 永平 分館     ENG     NUM     蘆洲 永平 分館     ENG     NUM     蘆洲 永平 分館     ENG     NUM     蘆洲 集賢 分館     ENG     NUM     蘆洲 集賢 分館   你還 記得   陪 從容 走 名為   忘記   路   你還 記得   陪 勇敢 面對 叫做   失智   魔   你還 記得   我會 緊握 手   給你 溫暖 陪伴   直到 離開 那天   華人 世界 第一本 十二年 親身經驗 寫成 失智症 居家 照護 手冊   失智症 照護 達人 伊佳奇   照顧 父親 十二年 經驗   慷慨 分享 醫生   護理人員   日照 中心   相關 機構 無法 告訴 事   本書 教   仰賴 醫生 開藥   實用   可上 手 居家 護法   給失 智症 家庭   支持 走過 無助 照護 路   幫助 照護 隨時 翻閱 書   啟發 照護 新 方法 新 點子   提前 思考 規劃 漫長 照護 路   有效 整合 運用 家庭 社會 資源   給中 壯年 子女   幫助 父母 規劃 退休 後 生活 遠離 失智   協助 思考 父母 心理 變化 遠離 空虛 憂鬱   體會 珍惜   父母 健康   子女 重要 資產   未來 提前 規劃 遠離 失智 生活   醫護 專業 人員   協助 瞭解 失智症 家庭 照護 看不見 辛苦 無奈   協助 體會 失智症 家屬 照護 需求   落實 醫療 服務   同理 心   體認 失智症 照護   本土化     個別 化   重要性   重新 思考 醫療 失智症 患者   以人   價值   給長 機構 人員   提升 失智症 患者 照護 品質 教材   協助 照護 失智症 非 藥物 療法 運用   照護 重新 思考 失智症 精神 行為 症狀 照護 方式   十二年 漫長 路   四千 三百 八十天 血淚交織 照護 過程   所有 父親 遺忘   咬牙 扛下   一起 重新學習 生活   父親   失智症   只能 吃藥 死   療程 花大錢 有效   直到 父母 需要 子女 照顧 那一刻   做 子女 人生 課題   真正 來臨   所有 失智症 內容 寫 學理   伊佳奇 分享 血淚 換來   失智症 父親   伊佳奇 人生 事業 高峰 點 毅然 放下   只求 專心一意 照護 逐漸 失智 父親   取得 更好 照護   深入 了解 病情 療法   不畏艱難 投入 醫學 照護 深層 領域   一路 跌跌撞撞 嘗試 非 藥物 療法   進修 醫學 相關 知識   取得 專業 證照   了解 相關 知識 資源   失智症 門外漢   一躍成 台灣 失智症 照護 專家     伊佳 奇將 全程 經驗 整合 成書   一步 一步 教   準備 會診 資訊   爭取 應得 權利   資源 有效 免費   居家 照顧 日照 中心 運用   病程 常見問題 照護 處理 方法   幫助 大眾 免去 不必要 冤枉路   小時候   父親 巨人   照顧 無微不至   現在   父親 變成 小孩   換我來 照護   不重   父親   忘 東忘西   混淆 記憶   失去 常理   失智症 家人 照護 一條 艱辛 漫長 路   卻 一條 陪伴 路   是不是 陪 家人 走上 一遭   所有 照護 事宜 應該 提前 了解   那一刻   後悔莫及   獨家 收錄   失智症 照護 體系 建立 表   吃   患者 一週 菜單   短   中   長期   階段 照護 筆記 提點   非 藥物 療法 使用 心得 建議 
420,教育,粉塵 作業 主管 安全衛生 教育 訓練 內容   粉塵 作業 主管 安全衛生 教育 訓練 
421,影劇、展覽,  新北 市立 圖書館 萬里 分館     NUM   月樂齡 電影院   老婆 唱首歌 內容   新北 市立 圖書館 萬里 分館     NUM   月樂齡 電影院   老婆 唱首歌   播映 名稱   老婆 唱首歌   普     NUM   分   英國   劇情   播映 時間     NUM       NUM         NUM       NUM     播映 地點   新北 市立 圖書館 萬里 分館   閱覽室   新北市 萬里 區 瑪 鋉 路   NUM   號   NUM   樓   聯絡 電話     NUM       NUM       NUM   分機     NUM     播映 內容   不善 交際 亞瑟 人緣 極佳 瑪麗安 一對 感情 融洽 老夫妻   亞瑟 一直 難以 理解 妻子 熱衷 合唱團 練唱 趣味 何在   直到 瑪麗安 生 重病   不顧 亞瑟 反對 繼續 練唱   練唱 快樂 神情 慢慢 軟化 亞瑟 心   
422,影劇、展覽,  新北 市立 圖書館 金山 分館     NUM   月 主題 書展   黃易 作品展 內容   新北 市立 圖書館 金山 分館     NUM   月 主題 書展   黃易 作品展   活動 時間     NUM       NUM       NUM       NUM     開館 時間   國定假日 每月 最後 一個 星期四 開放   活動 地點   新北 市立 圖書館 金山 分館     NUM   樓 書展 區   新北市 金山區 龜子山   NUM   號   聯絡 電話     NUM       NUM       NUM   分機     NUM     書展 簡介   魔功 蓋世   雄才大略 魔門 奇女 武曌   終於 成就 魔門 宏願 君臨天下   成為 曠古 女帝   潛伏 在側 李唐 復辟 勢力   佛道 反撲   唐室 積弱 引來 外族 入侵   正使 武周 盛世 面臨 危機   一起 品嘗 黃易 大師 作品   
423,影劇、展覽,  新北 市立 圖書館 萬里 分館     NUM   月 主題 書展   滿分 讀書 法 內容   新北 市立 圖書館 萬里 分館     NUM   月 主題 書展   滿分 讀書 法   活動 時間     NUM       NUM       NUM       NUM     開館 時間   國定假日 每月 最後 一個 星期四 開放   活動 地點   新北 市立 圖書館 萬里 分館   書展 區   新北市 萬里 區 瑪 鋉 路   NUM   號   NUM   樓   聯絡 電話     NUM       NUM       NUM   分機     NUM     書展 簡介   同樣 讀書 方法 不適 用於 每個 人 身上   找到 適合 讀書 方法   了解 多一點 讀書 方法   懂得 讀書 方法 愈   做 嘗試   找出 適合 讀書 方法   書展 展示 期間 歡迎 借閱 
424,影劇、展覽,  新北 市立 圖書館 三芝 分館     NUM   月 主題 書展   開學 魔法   筆記 術 內容   新北 市立 圖書館 三芝 分館     NUM   月 主題 書展   開學 魔法   筆記 術   活動 時間     NUM       NUM       NUM       NUM     開館 時間   國定假日 每月 最後 一個 星期四 開放   活動 地點   新北 市立 圖書館 三芝 分館   書展 區   新北市 三芝 區淡金路 一段   NUM   號   聯絡 電話     NUM       NUM       NUM       NUM     書展 簡介   相信 每天 作筆記 機會   人   知道 成功 做好 筆記     根本 想過 作筆記   回想 一下   學生 時代   記筆記   筆記 長 樣子   改變 作筆記 方法   考場   成績 從後段 班 變成 前段 班   職場 中   業績 輕鬆 晉身 老闆 眼中 當紅 炸子雞   本館 挑 一系列 書籍 等待 深入研究   書展 展示 期間 歡迎 借閱 
425,影劇、展覽,  新北 市立 圖書館 石門 分館     NUM   月 主題 書展   第一次 做 甜點 手 內容   新北 市立 圖書館 石門 分館     NUM   月 主題 書展   第一次 做 甜點 手   活動 時間     NUM       NUM       NUM       NUM     開館 時間   國定假日 每月 最後 一個 星期四 開放   活動 地點   新北 市立 圖書館 石門 分館   書展 區   新北市 石門 區 中央 路   NUM       NUM   號   NUM   樓   聯絡 電話     NUM       NUM       NUM     書展 簡介   做   失手   餅乾   蛋糕   水果 塔   心動   想要 親手做 卻 不知 下手   就讓 大師 帶領 進入 甜點 世界   基礎 做   無論是 老手 菜鳥   詳細 圖解 清楚 說明   第一次 做 甜點 手   書展 展示 期間 歡迎 借閱 
426,休閒,  新北 市立 圖書館 中 分館     NUM   月   NUM   日 寶寶 愛 看書 內容   鼓勵 親子 共讀   培育 幼兒 良好 閱讀 習慣   推動 親子 共讀   NUM   歲   父母 透過 訓練 示範   享受 閱讀   孩子 透過 閱讀 探索 過程 中   開啟 未來 學習 之旅   活動 內容 親子 歌謠   繪本 玩   繪本共讀   
